# File: A221.bio_tech_prod.csv
# Title: Biomass Agricultural Production by Tech
# Units: EJ
# Description: Agricultural production by technology for biomass crops globally as a model output from V5.3 reference case
# Source: GCAM output
# Column types: ccccccnc
# ----------
scenario,region,sector,subsector,output,technology,2020,Units
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_NileR,biomass,biomassTree_NileR_RFD_lo,2.41E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_SenegalR,biomass,biomassTree_SenegalR_IRR_hi,2.53E-08,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_SenegalR,biomass,biomassTree_SenegalR_IRR_lo,1.69E-08,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_SenegalR,biomass,biomassTree_SenegalR_RFD_hi,1.08E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_SenegalR,biomass,biomassTree_SenegalR_RFD_lo,7.19E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_VoltaR,biomass,biomassTree_VoltaR_IRR_hi,8.72E-08,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_VoltaR,biomass,biomassTree_VoltaR_IRR_lo,5.89E-08,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_VoltaR,biomass,biomassTree_VoltaR_RFD_hi,6.52E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_VoltaR,biomass,biomassTree_VoltaR_RFD_lo,4.39E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_ZambeziR,biomass,biomassTree_ZambeziR_IRR_hi,3.05E-09,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_ZambeziR,biomass,biomassTree_ZambeziR_IRR_lo,2.13E-09,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_ZambeziR,biomass,biomassTree_ZambeziR_RFD_hi,1.46E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Africa_Western,biomass,biomassTree_ZambeziR,biomass,biomassTree_ZambeziR_RFD_lo,9.54E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ArgColoR,biomass,biomassGrass_ArgColoR_IRR_hi,0.00222415,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ArgColoR,biomass,biomassGrass_ArgColoR_IRR_lo,0.00145039,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ArgColoR,biomass,biomassGrass_ArgColoR_RFD_hi,0.00230575,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ArgColoR,biomass,biomassGrass_ArgColoR_RFD_lo,0.00149562,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ArgCstN,biomass,biomassGrass_ArgCstN_IRR_hi,1.03E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ArgCstN,biomass,biomassGrass_ArgCstN_IRR_lo,6.62E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ArgCstN,biomass,biomassGrass_ArgCstN_RFD_hi,0.0162866,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ArgCstN,biomass,biomassGrass_ArgCstN_RFD_lo,0.0106451,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ArgCstS,biomass,biomassGrass_ArgCstS_IRR_hi,1.62E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ArgCstS,biomass,biomassGrass_ArgCstS_IRR_lo,1.04E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ArgCstS,biomass,biomassGrass_ArgCstS_RFD_hi,1.85E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ArgCstS,biomass,biomassGrass_ArgCstS_RFD_lo,1.21E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ChileCstS,biomass,biomassGrass_ChileCstS_IRR_hi,5.14E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ChileCstS,biomass,biomassGrass_ChileCstS_IRR_lo,3.31E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ChileCstS,biomass,biomassGrass_ChileCstS_RFD_hi,4.33E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_ChileCstS,biomass,biomassGrass_ChileCstS_RFD_lo,2.86E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_LaPuna,biomass,biomassGrass_LaPuna_IRR_hi,2.87E-09,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_LaPuna,biomass,biomassGrass_LaPuna_IRR_lo,1.86E-09,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_LaPuna,biomass,biomassGrass_LaPuna_RFD_hi,6.19E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_LaPuna,biomass,biomassGrass_LaPuna_RFD_lo,4.01E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_MarChiq,biomass,biomassGrass_MarChiq_IRR_hi,7.46E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_MarChiq,biomass,biomassGrass_MarChiq_IRR_lo,4.86E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_MarChiq,biomass,biomassGrass_MarChiq_RFD_hi,0.00483013,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_MarChiq,biomass,biomassGrass_MarChiq_RFD_lo,0.00317571,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_NegroR,biomass,biomassGrass_NegroR_IRR_hi,3.39E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_NegroR,biomass,biomassGrass_NegroR_IRR_lo,2.21E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_NegroR,biomass,biomassGrass_NegroR_RFD_hi,0.00122898,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_NegroR,biomass,biomassGrass_NegroR_RFD_lo,7.96E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_Pampas,biomass,biomassGrass_Pampas_IRR_hi,2.39E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_Pampas,biomass,biomassGrass_Pampas_IRR_lo,1.55E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_Pampas,biomass,biomassGrass_Pampas_RFD_hi,0.0198117,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_Pampas,biomass,biomassGrass_Pampas_RFD_lo,0.0129109,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_Patagonia,biomass,biomassGrass_Patagonia_IRR_hi,4.74E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_Patagonia,biomass,biomassGrass_Patagonia_IRR_lo,3.07E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_Patagonia,biomass,biomassGrass_Patagonia_RFD_hi,6.08E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_Patagonia,biomass,biomassGrass_Patagonia_RFD_lo,3.98E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_RioLaPlata,biomass,biomassGrass_RioLaPlata_IRR_hi,1.79E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_RioLaPlata,biomass,biomassGrass_RioLaPlata_IRR_lo,1.17E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_RioLaPlata,biomass,biomassGrass_RioLaPlata_RFD_hi,0.0200359,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_RioLaPlata,biomass,biomassGrass_RioLaPlata_RFD_lo,0.0131179,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_Salinas,biomass,biomassGrass_Salinas_IRR_hi,5.77E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_Salinas,biomass,biomassGrass_Salinas_IRR_lo,3.73E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_Salinas,biomass,biomassGrass_Salinas_RFD_hi,8.83E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassGrass_Salinas,biomass,biomassGrass_Salinas_RFD_lo,5.78E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_ArgColoR,biomass,biomassTree_ArgColoR_IRR_hi,3.01E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_ArgColoR,biomass,biomassTree_ArgColoR_IRR_lo,1.97E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_ArgColoR,biomass,biomassTree_ArgColoR_RFD_hi,3.12E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_ArgColoR,biomass,biomassTree_ArgColoR_RFD_lo,2.03E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_ArgCstS,biomass,biomassTree_ArgCstS_IRR_hi,1.19E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_ArgCstS,biomass,biomassTree_ArgCstS_IRR_lo,7.64E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_ArgCstS,biomass,biomassTree_ArgCstS_RFD_hi,1.35E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_ArgCstS,biomass,biomassTree_ArgCstS_RFD_lo,8.83E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_ChileCstS,biomass,biomassTree_ChileCstS_IRR_hi,6.39E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_ChileCstS,biomass,biomassTree_ChileCstS_IRR_lo,4.11E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_ChileCstS,biomass,biomassTree_ChileCstS_RFD_hi,5.38E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_ChileCstS,biomass,biomassTree_ChileCstS_RFD_lo,3.56E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_MarChiq,biomass,biomassTree_MarChiq_IRR_hi,1.29E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_MarChiq,biomass,biomassTree_MarChiq_IRR_lo,8.41E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_MarChiq,biomass,biomassTree_MarChiq_RFD_hi,8.34E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_MarChiq,biomass,biomassTree_MarChiq_RFD_lo,5.49E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_NegroR,biomass,biomassTree_NegroR_IRR_hi,7.31E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_NegroR,biomass,biomassTree_NegroR_IRR_lo,4.77E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_NegroR,biomass,biomassTree_NegroR_RFD_hi,2.65E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_NegroR,biomass,biomassTree_NegroR_RFD_lo,1.72E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_Pampas,biomass,biomassTree_Pampas_IRR_hi,8.56E-10,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_Pampas,biomass,biomassTree_Pampas_IRR_lo,5.56E-10,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_Pampas,biomass,biomassTree_Pampas_RFD_hi,7.11E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_Pampas,biomass,biomassTree_Pampas_RFD_lo,4.64E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_Patagonia,biomass,biomassTree_Patagonia_IRR_hi,2.72E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_Patagonia,biomass,biomassTree_Patagonia_IRR_lo,1.76E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_Patagonia,biomass,biomassTree_Patagonia_RFD_hi,3.48E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_Patagonia,biomass,biomassTree_Patagonia_RFD_lo,2.29E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_RioLaPlata,biomass,biomassTree_RioLaPlata_IRR_hi,1.39E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_RioLaPlata,biomass,biomassTree_RioLaPlata_IRR_lo,9.06E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_RioLaPlata,biomass,biomassTree_RioLaPlata_RFD_hi,0.0015517,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_RioLaPlata,biomass,biomassTree_RioLaPlata_RFD_lo,0.0010177,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_Salinas,biomass,biomassTree_Salinas_IRR_hi,1.00E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_Salinas,biomass,biomassTree_Salinas_IRR_lo,6.50E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_Salinas,biomass,biomassTree_Salinas_RFD_hi,1.54E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Argentina,biomass,biomassTree_Salinas,biomass,biomassTree_Salinas_RFD_lo,1.01E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstE,biomass,biomassGrass_AusCstE_IRR_hi,2.90E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstE,biomass,biomassGrass_AusCstE_IRR_lo,1.97E-04,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstE,biomass,biomassGrass_AusCstE_RFD_hi,0.00715824,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstE,biomass,biomassGrass_AusCstE_RFD_lo,0.00456452,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstN,biomass,biomassGrass_AusCstN_IRR_hi,1.24E-06,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstN,biomass,biomassGrass_AusCstN_IRR_lo,8.33E-07,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstN,biomass,biomassGrass_AusCstN_RFD_hi,3.93E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstN,biomass,biomassGrass_AusCstN_RFD_lo,2.58E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstS,biomass,biomassGrass_AusCstS_IRR_hi,2.03E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstS,biomass,biomassGrass_AusCstS_IRR_lo,1.37E-05,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstS,biomass,biomassGrass_AusCstS_RFD_hi,0.00524575,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstS,biomass,biomassGrass_AusCstS_RFD_lo,0.00333495,EJ
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Australia_NZ,biomass,biomassGrass_AusCstW,biomass,biomassGrass_AusCstW_IRR_hi,1.58E-05,EJ
