# File: A221.bio_tech_land_alloc.csv
# Title: Biochar technology land allocation for 2020
# Units: thous km2
# Description: Model output from GCAM v5.3 run reference case for detailed land allocation in each region for biomass only
# Source: RGCAM output
# Column types: cccnc
# ----------
scenario,region,LandLeaf,2020,Units
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassGrass_SAmerCstN_IRR_hi,3.89E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassGrass_SAmerCstN_IRR_lo,3.68E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassGrass_SAmerCstN_RFD_hi,0.0282049,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassGrass_SAmerCstN_RFD_lo,0.0269282,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassGrass_YucatanP_IRR_hi,0.00114081,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassGrass_YucatanP_IRR_lo,0.0010719,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassGrass_YucatanP_RFD_hi,0.0786257,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassGrass_YucatanP_RFD_lo,0.0735928,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_Caribbean_IRR_hi,5.95E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_Caribbean_IRR_lo,5.73E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_Caribbean_RFD_hi,0.0091293,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_Caribbean_RFD_lo,0.00856138,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_CntAmer_IRR_hi,0.00154858,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_CntAmer_IRR_lo,0.0014413,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_CntAmer_RFD_hi,0.0490333,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_CntAmer_RFD_lo,0.0465133,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_ColEcuaCst_IRR_hi,5.90E-06,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_ColEcuaCst_IRR_lo,5.55E-06,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_ColEcuaCst_RFD_hi,0.00575813,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_ColEcuaCst_RFD_lo,0.00555572,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_GrijUsuR_IRR_hi,3.46E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_GrijUsuR_IRR_lo,3.27E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_GrijUsuR_RFD_hi,0.00878326,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_GrijUsuR_RFD_lo,0.00827338,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_SAmerCstN_IRR_hi,5.03E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_SAmerCstN_IRR_lo,4.78E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_SAmerCstN_RFD_hi,0.00364518,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_SAmerCstN_RFD_lo,0.00350185,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_YucatanP_IRR_hi,1.89E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_YucatanP_IRR_lo,1.78E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_YucatanP_RFD_hi,0.0130047,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central America and Caribbean,biomassTree_YucatanP_RFD_lo,0.0122498,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_AmuDaryaR_IRR_hi,0.0902999,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_AmuDaryaR_IRR_lo,0.0892911,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_AmuDaryaR_RFD_hi,0.176183,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_AmuDaryaR_RFD_lo,0.172953,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_AmurR_IRR_hi,3.44E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_AmurR_IRR_lo,3.42E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_AmurR_RFD_hi,0.0125169,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_AmurR_RFD_lo,0.0124437,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_BlackSeaN_IRR_hi,0,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_BlackSeaN_IRR_lo,0,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_BlackSeaN_RFD_hi,3.46E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_BlackSeaN_RFD_lo,3.44E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_BlackSeaS_IRR_hi,0.00269086,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_BlackSeaS_IRR_lo,0.00267355,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_BlackSeaS_RFD_hi,0.0363111,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_BlackSeaS_RFD_lo,0.0357359,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_CaspianE_IRR_hi,0.1218,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_CaspianE_IRR_lo,0.119412,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_CaspianE_RFD_hi,0.29189,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_CaspianE_RFD_lo,0.286538,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_CaspianNE_IRR_hi,0.00156735,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_CaspianNE_IRR_lo,0.00153918,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_CaspianNE_RFD_hi,0.0480808,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_CaspianNE_RFD_lo,0.0471192,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_CaspianSW_IRR_hi,0.0367434,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_CaspianSW_IRR_lo,0.0361199,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_CaspianSW_RFD_hi,0.187928,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_CaspianSW_RFD_lo,0.18417,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_Gobi_IRR_hi,0.00237843,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_Gobi_IRR_lo,0.00233354,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_Gobi_RFD_hi,0.0379557,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_Gobi_RFD_lo,0.0372597,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_LBalkash_IRR_hi,0.0871137,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_LBalkash_IRR_lo,0.0851186,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_LBalkash_RFD_hi,0.249439,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_LBalkash_RFD_lo,0.244865,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_ObR_IRR_hi,0.0271152,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_ObR_IRR_lo,0.0265955,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_ObR_RFD_hi,1.98672,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_ObR_RFD_lo,1.95029,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_SyrDaryaR_IRR_hi,0.113486,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_SyrDaryaR_IRR_lo,0.110942,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_SyrDaryaR_RFD_hi,0.327843,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_SyrDaryaR_RFD_lo,0.321831,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_Tarim_IRR_hi,0,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_Tarim_IRR_lo,0,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_Tarim_RFD_hi,0.00820598,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_Tarim_RFD_lo,0.0080555,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_UralR_IRR_hi,0.00416749,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_UralR_IRR_lo,0.00408761,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_UralR_RFD_hi,0.154993,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_UralR_RFD_lo,0.152151,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_VolgaR_IRR_hi,3.69E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_VolgaR_IRR_lo,3.62E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_VolgaR_RFD_hi,0.00718464,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_VolgaR_RFD_lo,0.00705289,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_YeniseiR_IRR_hi,6.23E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_YeniseiR_IRR_lo,6.19E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_YeniseiR_RFD_hi,0.022463,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassGrass_YeniseiR_RFD_lo,0.0223315,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_AmuDaryaR_IRR_hi,2.06E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_AmuDaryaR_IRR_lo,2.05E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_AmuDaryaR_RFD_hi,4.01E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_AmuDaryaR_RFD_lo,3.96E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_AmurR_IRR_hi,4.27E-06,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_AmurR_IRR_lo,4.27E-06,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_AmurR_RFD_hi,1.55E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_AmurR_RFD_lo,1.55E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_BlackSeaN_IRR_hi,0,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_BlackSeaN_IRR_lo,0,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_BlackSeaN_RFD_hi,0.0221293,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_BlackSeaN_RFD_lo,0.0221363,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_BlackSeaS_IRR_hi,1.04E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_BlackSeaS_IRR_lo,1.04E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_BlackSeaS_RFD_hi,0.00140436,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_BlackSeaS_RFD_lo,0.0013902,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_CaspianNE_IRR_hi,8.70E-06,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_CaspianNE_IRR_lo,8.59E-06,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_CaspianNE_RFD_hi,2.67E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_CaspianNE_RFD_lo,2.63E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_CaspianSW_IRR_hi,0.00215107,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_CaspianSW_IRR_lo,0.00212652,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_CaspianSW_RFD_hi,0.0109986,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_CaspianSW_RFD_lo,0.010842,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_Gobi_IRR_hi,3.07E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_Gobi_IRR_lo,3.03E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_Gobi_RFD_hi,4.90E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_Gobi_RFD_lo,4.83E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_LBalkash_IRR_hi,9.06E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_LBalkash_IRR_lo,8.91E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_LBalkash_RFD_hi,2.59E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",Central Asia,biomassTree_LBalkash_RFD_lo,2.56E-04,thous km2
