# File: A221.bio_tech_land_alloc.csv
# Title: Biochar technology land allocation for 2020
# Units: thous km2
# Description: Model output from GCAM v5.3 run reference case for detailed land allocation in each region for biomass only
# Source: RGCAM output
# Column types: cccnc
# ----------
scenario,region,LandLeaf,2020,Units
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassGrass_TagusR_IRR_lo,0.00580527,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassGrass_TagusR_RFD_hi,0.0905712,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassGrass_TagusR_RFD_lo,0.0954829,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassGrass_TiberR_IRR_hi,7.15E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassGrass_TiberR_IRR_lo,7.48E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassGrass_TiberR_RFD_hi,0.0141837,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassGrass_TiberR_RFD_lo,0.0148831,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_AdrBlkSea_IRR_hi,0.00136034,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_AdrBlkSea_IRR_lo,0.00144376,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_AdrBlkSea_RFD_hi,0.0103349,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_AdrBlkSea_RFD_lo,0.0108076,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_DanubeR_IRR_hi,8.78E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_DanubeR_IRR_lo,9.17E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_DanubeR_RFD_hi,0.352645,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_DanubeR_RFD_lo,0.368341,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_DnkGrmCst_IRR_hi,8.53E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_DnkGrmCst_IRR_lo,8.88E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_DnkGrmCst_RFD_hi,0.0595519,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_DnkGrmCst_RFD_lo,0.0621779,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_DouroR_IRR_hi,6.70E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_DouroR_IRR_lo,7.19E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_DouroR_RFD_hi,0.0155362,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_DouroR_RFD_lo,0.0162085,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_EbroR_IRR_hi,9.97E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_EbroR_IRR_lo,0.00108029,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_EbroR_RFD_hi,0.0136756,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_EbroR_RFD_lo,0.014346,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ElbeR_IRR_hi,3.08E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ElbeR_IRR_lo,3.20E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ElbeR_RFD_hi,0.126693,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ElbeR_RFD_lo,0.131657,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_EmsWeserR_IRR_hi,7.12E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_EmsWeserR_IRR_lo,7.34E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_EmsWeserR_RFD_hi,0.0844707,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_EmsWeserR_RFD_lo,0.0881263,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_EngWales_IRR_hi,0.00236588,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_EngWales_IRR_lo,0.00248004,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_EngWales_RFD_hi,0.233032,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_EngWales_RFD_lo,0.245698,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Finland_IRR_hi,0.00400057,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Finland_IRR_lo,0.00414088,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Finland_RFD_hi,1.46233,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Finland_RFD_lo,1.53462,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_FranceCstS_IRR_hi,7.63E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_FranceCstS_IRR_lo,8.11E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_FranceCstS_RFD_hi,0.0226369,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_FranceCstS_RFD_lo,0.0236258,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_FranceCstW_IRR_hi,0.00254176,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_FranceCstW_IRR_lo,0.00265182,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_FranceCstW_RFD_hi,0.0978893,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_FranceCstW_RFD_lo,0.102206,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Gironde_IRR_hi,0.00588401,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Gironde_IRR_lo,0.00613867,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Gironde_RFD_hi,0.10987,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Gironde_RFD_lo,0.11467,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_GuadalqR_IRR_hi,2.23E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_GuadalqR_IRR_lo,2.43E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_GuadalqR_RFD_hi,0.00269616,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_GuadalqR_RFD_lo,0.00281505,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_GuadianaR_IRR_hi,2.48E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_GuadianaR_IRR_lo,2.73E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_GuadianaR_RFD_hi,0.00399654,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_GuadianaR_RFD_lo,0.00418262,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_IberiaCst_IRR_hi,4.29E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_IberiaCst_IRR_lo,4.47E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_IberiaCst_RFD_hi,0.0037233,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_IberiaCst_RFD_lo,0.00387832,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Ireland_IRR_hi,1.18E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Ireland_IRR_lo,1.23E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Ireland_RFD_hi,0.113867,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Ireland_RFD_lo,0.120056,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ItalyCstE_IRR_hi,0.00180772,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ItalyCstE_IRR_lo,0.00188315,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ItalyCstE_RFD_hi,0.0252934,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ItalyCstE_RFD_lo,0.026471,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ItalyCstW_IRR_hi,0.00119976,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ItalyCstW_IRR_lo,0.00124985,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ItalyCstW_RFD_hi,0.0220052,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ItalyCstW_RFD_lo,0.0229575,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_LoireR_IRR_hi,0.00327412,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_LoireR_IRR_lo,0.0034227,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_LoireR_RFD_hi,0.122529,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_LoireR_RFD_lo,0.127932,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_MeditIsl_IRR_hi,7.87E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_MeditIsl_IRR_lo,8.40E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_MeditIsl_RFD_hi,0.00105611,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_MeditIsl_RFD_lo,0.00110052,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_NevaR_IRR_hi,8.30E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_NevaR_IRR_lo,8.59E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_NevaR_RFD_hi,0.0411732,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_NevaR_RFD_lo,0.0432084,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_OderR_IRR_hi,1.65E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_OderR_IRR_lo,1.72E-05,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_OderR_RFD_hi,0.00750441,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_OderR_RFD_lo,0.00778915,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_PoR_IRR_hi,0.0237414,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_PoR_IRR_lo,0.0247713,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_PoR_RFD_hi,0.107161,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_PoR_RFD_lo,0.111799,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_RhineR_IRR_hi,0.00862721,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_RhineR_IRR_lo,0.00894404,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_RhineR_RFD_hi,0.290794,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_RhineR_RFD_lo,0.303617,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_RhoneR_IRR_hi,0.0065867,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_RhoneR_IRR_lo,0.00686636,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_RhoneR_RFD_hi,0.214696,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_RhoneR_RFD_lo,0.224164,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ScheldtR_IRR_hi,6.30E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ScheldtR_IRR_lo,6.53E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ScheldtR_RFD_hi,0.03327,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ScheldtR_RFD_lo,0.0346825,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ScndnvN_IRR_hi,0,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ScndnvN_IRR_lo,0,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ScndnvN_RFD_hi,1.49E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_ScndnvN_RFD_lo,1.49E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Scotland_IRR_hi,1.32E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Scotland_IRR_lo,1.38E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Scotland_RFD_hi,0.518566,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Scotland_RFD_lo,0.546964,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_SeineR_IRR_hi,0.00166526,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_SeineR_IRR_lo,0.00173208,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_SeineR_RFD_hi,0.104661,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_SeineR_RFD_lo,0.109276,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_SpainCstSE_IRR_hi,5.61E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_SpainCstSE_IRR_lo,6.13E-04,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_SpainCstSE_RFD_hi,0.00645038,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_SpainCstSE_RFD_lo,0.00677981,thous km2
"1GCAM5p3_GCAM_REF_NoTax_LowEV_E10_DefAra_DefRef_DefTrade_DefCCScost,date=2021-10-2T11:59:18-08:00",EU-15,biomassTree_Sweden_IRR_hi,0.0204729,thous km2
