# File: A221.globaltech_co2capture.csv
# Title: Biochar technology capture fractions
# Units: fractions
# Description: Fraction of CO2 captured by biochar assuming than 30% is released into the atmosphere in the initial years of application following Roberts et al 2010
# Source: Roberts et al 2010 https://pubs.acs.org/doi/full/10.1021/es902266r
# Column types: cccnn 
# ----------
supplysector,subsector,technology,1971,2100
biochar,biochar,slow pyrolysis biochar,0.7,0.7
