# File: A63.nonenergy_Cseq.csv
# Title: non-energy carbon sequestration
# Units: unitless
# Description: Sequestration of carbon through non-energy use. Following CDIAC method (not EPA FCCC method)
# Column types: cccic
# ----------
supplysector,subsector,technology,remove.fraction,target.gas
CO2 removal,rock weathering,rock weathering,1,CO2
