# File: A221.globaltech_shrwt.csv
# Title: Primary energy transformation default technology shareweights
# Units: N/A
# Description: Shareweights of transformation technologies. Biochar same as FT CCS1 
# Column types: ccciinii 
# ----------
supplysector,subsector,technology,1971,2015,2020,2050,2100
biochar,biochar,slow pyrolysis biochar,0,0,0.333,1,1
