# File: A54.globaltranTech_shrwt_revised_cwf.csv
# Title: Transportation technology CWF shareweights
# Source: Documented in JIRA issue https://jira.pnnl.gov/jira/browse/JGCRI-358?src=confmacro.
# Units: Unitless
# Column types: cccnnnnnnnnnnnnnnc
# ----------
supplysector,tranSubsector,tranTechnology,1971,2010,2015,2020,2025,2030,2035,2040,2045,2050,2060,2075,2090,2100,sce
trn_pass_road_LDV,2W and 3W,Liquids,1,1,1,1,1,1,1,1,1,1,0,0,0,0,CWF_med
trn_pass_road_LDV,2W and 3W,NG,0,0,1,1,1,1,1,1,1,1,0,0,0,0,CWF_med
trn_pass_road_LDV,2W and 3W,BEV,0,0,0,0,0,0,1,1,1,1,1,1,1,1,CWF_med
trn_pass_road_LDV,2W and 3W,LA-BEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CWF_med
trn_pass_road,Bus,Liquids,1,1,1,1,1,1,1,1,1,1,0,0,0,0,CWF_med
trn_pass_road,Bus,NG,0,0,1,1,1,1,1,1,1,1,0,0,0,0,CWF_med
trn_pass_road,Bus,BEV,0,0,0,0,0,0,1,1,1,1,1,1,1,1,CWF_med
trn_pass_road,Bus,FCEV,0,0,0,0,0,0,1,1,1,1,1,1,1,1,CWF_med
trn_pass_road,Bus,Hybrid Liquids,0,0,0,0,0,0,1,1,1,1,0,0,0,0,CWF_med
trn_pass_road_LDV_4W,Car,BEV,0,0,0,0,0,0,1,1,1,1,1,1,1,1,CWF_med
trn_pass_road_LDV_4W,Car,FCEV,0,0,0,0,0,0,1,1,1,1,1,1,1,1,CWF_med
trn_pass_road_LDV_4W,Car,Hybrid Liquids,0,0,1,1,1,1,1,1,1,0,0,0,0,0,CWF_med
trn_pass_road_LDV_4W,Car,Liquids,1,1,1,1,1,1,1,1,1,0,0,0,0,0,CWF_med
trn_pass_road_LDV_4W,Car,NG,0,0,1,1,1,1,1,1,1,0,0,0,0,0,CWF_med
trn_pass,Cycle,Cycle,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CWF_med
trn_pass,Domestic Aviation,Liquids,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CWF_med
trn_pass,Domestic Aviation,BEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,CWF_med
trn_pass,Domestic Aviation,Hydrogen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,CWF_med
trn_freight,Domestic Ship,Liquids,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CWF_med
trn_freight,Domestic Ship,BEV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CWF_med
trn_freight,Domestic Ship,FCEV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CWF_med
